seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr10	118609192	118609223	32	*	X05681	387712	118609023	118642112	33090	+	0	inside	168	ENO4
chr10	118609244	118609263	20	*	X05682	387712	118609023	118642112	33090	+	0	inside	220	ENO4
chr10	118609321	118609375	55	*	X05683	387712	118609023	118642112	33090	+	0	inside	297	ENO4
chr10	119805977	119806605	629	*	X05684	22841	119764427	119806114	41688	-	0	overlapStart	0	RAB11FIP2
chr10	119805977	119806605	629	*	X05684	255082	119806332	119969665	163334	+	0	overlapStart	0	CASC2
chr10	120840226	120840570	345	*	X05686	8661	120794541	120840334	45794	-	0	overlapStart	0	EIF3A
chr10	120938210	120938236	27	*	X05687	10935	120927215	120938345	11131	-	0	inside	108	PRDX3
chr10	121356096	121356452	357	*	X05688	7073	121332978	121356541	23564	-	0	inside	88	TIAL1
chr10	121356482	121356539	58	*	X05689	7073	121332978	121356541	23564	-	0	inside	1	TIAL1
chr10	121356816	121356830	15	*	X05690	7073	121332978	121356541	23564	-	274	upstream	274	TIAL1
chr10	121356857	121356874	18	*	X05691	7073	121332978	121356541	23564	-	315	upstream	315	TIAL1
chr10	121410620	121410771	152	*	X05692	9531	121410882	121437329	26448	+	110	upstream	110	BAG3
chr10	121410883	121411050	168	*	X05693	9531	121410882	121437329	26448	+	0	inside	0	BAG3
chr10	121651958	121652302	345	*	X05697	11196	121652085	121704170	52086	+	0	overlapStart	0	SEC23IP
chr10	122610556	122610566	11	*	X05698	283089	122521324	122610691	89368	-	0	inside	124	WDR11-AS1
chr10	122610556	122610566	11	*	X05698	55717	122610687	122669038	58352	+	120	upstream	120	WDR11
chr10	122610579	122610635	57	*	X05699	283089	122521324	122610691	89368	-	0	inside	55	WDR11-AS1
chr10	122610579	122610635	57	*	X05699	55717	122610687	122669038	58352	+	51	upstream	51	WDR11
chr10	122610862	122611086	225	*	X05700	283089	122521324	122610691	89368	-	170	upstream	170	WDR11-AS1
chr10	122610862	122611086	225	*	X05700	55717	122610687	122669038	58352	+	0	inside	174	WDR11
chr10	123687453	123687937	485	*	X05701	11101	123502625	123688217	185593	-	0	inside	279	ATE1
chr10	123734670	123734867	198	*	X05703	54780	123716603	123734743	18141	-	0	overlapStart	0	NSMCE4A
chr10	124134124	124134398	275	*	X05705	59338	124134094	124191871	57778	+	0	inside	29	PLEKHA1
chr10	124713596	124713773	178	*	X05706	80007	124690419	124713919	23501	-	0	inside	145	C10orf88
chr10	124739802	124740102	301	*	X05707	118672	124739556	124749923	10368	+	0	inside	245	PSTK
chr10	126150366	126150590	225	*	X05709	64077	126150341	126302710	152370	+	0	inside	24	LHPP
chr10	126480258	126480528	271	*	X05712	399818	126447406	126480439	33034	-	0	overlapStart	0	EEF1AKMT2
chr10	126480258	126480528	271	*	X05712	9679	126305649	126478907	173259	-	1350	upstream	1350	FAM53B
chr10	126480577	126480765	189	*	X05713	399818	126447406	126480439	33034	-	137	upstream	137	EEF1AKMT2
chr10	126480577	126480765	189	*	X05713	9679	126305649	126478907	173259	-	1669	upstream	1669	FAM53B
chr10	126490303	126490411	109	*	X05714	23172	126490354	126525239	34886	+	0	overlapStart	0	ABRAXAS2
chr10	127511759	127512211	453	*	X05715	56647	127512104	127542264	30161	+	0	overlapStart	0	BCCIP
chr10	127511759	127512211	453	*	X05715	7390	127477147	127511837	34691	-	0	overlapStart	0	UROS
chr10	127584938	127585082	145	*	X05716	55760	127524909	127585027	60119	-	0	overlapStart	0	DHX32
chr10	127584938	127585082	145	*	X05716	92565	127585108	127698161	113054	+	25	upstream	25	FANK1
chr10	131934672	131934767	96	*	X05718	10539	131934639	131982785	48147	+	0	inside	32	GLRX3
chr10	134145208	134145402	195	*	X05719	80313	134145614	134195010	49397	+	211	upstream	211	LRRC27
chr10	134145779	134145817	39	*	X05720	282974	134020996	134146063	125068	-	0	inside	245	STK32C
chr10	134145779	134145817	39	*	X05720	80313	134145614	134195010	49397	+	0	inside	164	LRRC27
chr10	135207596	135207873	278	*	X05721	92170	135207621	135234174	26554	+	0	overlapStart	0	MTG1
chr11	207291	207378	88	*	X05722	51272	202924	207422	4499	-	0	inside	43	BET1L
chr11	207291	207378	88	*	X05722	60626	208530	215110	6581	+	1151	upstream	1151	RIC8A
chr11	369777	369948	172	*	X05723	338707	369795	382117	12323	+	0	overlapStart	0	B4GALNT4
chr11	450292	450381	90	*	X05724	81490	450280	491387	41108	+	0	inside	11	PTDSS2
chr11	695801	695835	35	*	X05725	10522	644225	695740	51516	-	60	upstream	60	DEAF1
chr11	695801	695835	35	*	X05725	283232	695591	705028	9438	+	0	inside	209	TMEM80
chr11	777321	777738	418	*	X05726	171391	779454	780755	1302	+	1715	upstream	1715	LOC171391
chr11	777321	777738	418	*	X05726	347862	767223	777487	10265	-	0	overlapStart	0	GATD1
chr11	810015	810071	57	*	X05727	6181	809936	812876	2941	+	0	inside	78	RPLP2
chr11	810015	810071	57	*	X05727	619565	811681	811814	134	+	1609	upstream	1609	SNORA52
chr11	842435	842614	180	*	X05728	5441	839721	842529	2809	-	0	overlapStart	0	POLR2L
chr11	842435	842614	180	*	X05728	7106	842824	867116	24293	+	209	upstream	209	TSPAN4
chr11	844028	844106	79	*	X05729	5441	839721	842529	2809	-	1498	upstream	1498	POLR2L
chr11	925886	925998	113	*	X05731	161	925809	1012245	86437	+	0	inside	76	AP2A2
chr11	1330787	1330797	11	*	X05733	255512	1330938	1331937	1000	+	140	upstream	140	TOLLIP-AS1
chr11	1330787	1330797	11	*	X05733	54472	1295598	1330892	35295	-	0	inside	94	TOLLIP
chr11	1785022	1785180	159	*	X05734	1509	1773982	1785222	11241	-	0	inside	41	CTSD
chr11	2421457	2421547	91	*	X05735	10078	2421718	2425106	3389	+	170	upstream	170	TSSC4
chr11	2421563	2421601	39	*	X05736	10078	2421718	2425106	3389	+	116	upstream	116	TSSC4
chr11	2421921	2422039	119	*	X05737	10078	2421718	2425106	3389	+	0	inside	202	TSSC4
chr11	2720925	2720949	25	*	X05740	10984	2629558	2721228	91671	-	0	inside	278	KCNQ1OT1
chr11	2720982	2720994	13	*	X05741	10984	2629558	2721228	91671	-	0	inside	233	KCNQ1OT1
chr11	2721011	2721033	23	*	X05742	10984	2629558	2721228	91671	-	0	inside	194	KCNQ1OT1
chr11	2721133	2721157	25	*	X05743	10984	2629558	2721228	91671	-	0	inside	70	KCNQ1OT1
chr11	2721170	2721207	38	*	X05744	10984	2629558	2721228	91671	-	0	inside	20	KCNQ1OT1
chr11	2950527	2950610	84	*	X05745	7262	2949503	2950650	1148	-	0	inside	39	PHLDA2
chr11	3013690	3013761	72	*	X05746	4676	2965660	3013607	47948	-	82	upstream	82	NAP1L4
chr11	3400228	3400425	198	*	X05747	650368	3402191	3430378	28188	+	1765	upstream	1765	TSSC2
chr11	3400228	3400425	198	*	X05747	7748	3379157	3400452	21296	-	0	inside	26	ZNF195
chr11	3663994	3664031	38	*	X05748	116969	3659736	3663546	3811	-	447	upstream	447	ART5
chr11	4116027	4116067	41	*	X05749	6240	4115924	4223883	107960	+	0	inside	102	RRM1
chr11	6624717	6624771	55	*	X05751	23378	6621144	6624880	3737	-	0	inside	108	RRP8
chr11	6624717	6624771	55	*	X05751	3611	6624964	6632099	7136	+	192	upstream	192	ILK
chr11	6624975	6625064	90	*	X05752	23378	6621144	6624880	3737	-	94	upstream	94	RRP8
chr11	6624975	6625064	90	*	X05752	3611	6624964	6632099	7136	+	0	inside	10	ILK
chr11	8008515	8008600	86	*	X05753	8665	8008445	8017719	9275	+	0	inside	69	EIF3F
chr11	8289862	8289924	63	*	X05756	4004	8245851	8290182	44332	-	0	inside	257	LMO1
chr11	8704210	8704251	42	*	X05757	6157	8703995	8711419	7425	+	0	inside	214	RPL27A
chr11	8704210	8704251	42	*	X05757	619562	8705774	8705903	130	+	1522	upstream	1522	SNORA3A
chr11	8704325	8704359	35	*	X05758	619562	8705774	8705903	130	+	1414	upstream	1414	SNORA3A
chr11	8704390	8704495	106	*	X05759	619562	8705774	8705903	130	+	1278	upstream	1278	SNORA3A
chr11	9025402	9025446	45	*	X05763	56675	9002123	9025596	23474	-	0	inside	149	NRIP3
chr11	9286808	9286824	17	*	X05764	23258	9160375	9286873	126499	-	0	inside	48	DENND5A
chr11	9336022	9336177	156	*	X05765	440026	9302201	9336315	34115	-	0	inside	137	TMEM41B
chr11	9406101	9406283	183	*	X05766	10527	9406169	9469674	63506	+	0	overlapStart	0	IPO7
chr11	9482581	9482717	137	*	X05767	644656	9481103	9482245	1143	-	335	upstream	335	LOC644656
chr11	9482581	9482717	137	*	X05767	7702	9482512	9550071	67560	+	0	inside	68	ZNF143
chr11	9483010	9483045	36	*	X05768	644656	9481103	9482245	1143	-	764	upstream	764	LOC644656
chr11	9483077	9483088	12	*	X05769	644656	9481103	9482245	1143	-	831	upstream	831	LOC644656
chr11	10315481	10315638	158	*	X05771	81846	9800214	10315754	515541	-	0	inside	115	SBF2
chr11	10562574	10562773	200	*	X05772	100129827	10562783	10621479	58697	+	9	upstream	9	IRAG1-AS1
chr11	10562574	10562773	200	*	X05772	50862	10533225	10562774	29550	-	0	inside	0	RNF141
chr11	10772862	10772912	51	*	X05773	9646	10772811	10801290	28480	+	0	inside	50	CTR9
chr11	10830235	10830824	590	*	X05777	1982	10818593	10830582	11990	-	0	overlapStart	0	EIF4G2
chr11	10879291	10879306	16	*	X05778	729013	10879764	10900823	21060	+	457	upstream	457	ZBED5-AS1
chr11	10879331	10879405	75	*	X05779	58486	10833621	10879620	46000	-	0	inside	214	ZBED5
chr11	10879331	10879405	75	*	X05779	729013	10879764	10900823	21060	+	358	upstream	358	ZBED5-AS1
chr11	10879826	10879867	42	*	X05780	58486	10833621	10879620	46000	-	205	upstream	205	ZBED5
chr11	10879826	10879867	42	*	X05780	729013	10879764	10900823	21060	+	0	inside	61	ZBED5-AS1
chr11	14521302	14521472	171	*	X05782	1315	14479049	14521441	42393	-	0	overlapStart	0	COPB1
chr11	16760417	16760442	26	*	X05786	10944	16760148	16779901	19754	+	0	inside	268	C11orf58
chr11	16760417	16760442	26	*	X05786	55553	15987995	16760190	772196	-	226	upstream	226	SOX6
chr11	17099083	17099129	47	*	X05787	6207	17095939	17099220	3282	-	0	inside	90	RPS13
chr11	17099147	17099200	54	*	X05788	6207	17095939	17099220	3282	-	0	inside	19	RPS13
chr11	17099289	17099305	17	*	X05789	6207	17095939	17099220	3282	-	68	upstream	68	RPS13
chr11	18127450	18127674	225	*	X05790	113174	18101890	18127638	25749	-	0	overlapStart	0	SAAL1
chr11	18343610	18343623	14	*	X05791	11234	18300217	18343721	43505	-	0	inside	97	HPS5
chr11	18343610	18343623	14	*	X05791	2965	18343816	18388590	44775	+	192	upstream	192	GTF2H1
chr11	18343692	18343736	45	*	X05792	11234	18300217	18343721	43505	-	0	overlapStart	0	HPS5
chr11	18343692	18343736	45	*	X05792	2965	18343816	18388590	44775	+	79	upstream	79	GTF2H1
chr11	18343768	18343778	11	*	X05793	11234	18300217	18343721	43505	-	46	upstream	46	HPS5
chr11	18343768	18343778	11	*	X05793	2965	18343816	18388590	44775	+	37	upstream	37	GTF2H1
chr11	18343991	18344151	161	*	X05794	11234	18300217	18343721	43505	-	269	upstream	269	HPS5
chr11	18343991	18344151	161	*	X05794	2965	18343816	18388590	44775	+	0	inside	174	GTF2H1
chr11	18415935	18416010	76	*	X05795	3939	18415936	18429765	13830	+	0	overlapStart	0	LDHA
chr11	18416087	18416358	272	*	X05796	3939	18415936	18429765	13830	+	0	inside	150	LDHA
chr11	18548222	18548275	54	*	X05798	7251	18501858	18548503	46646	-	0	inside	227	TSG101
chr11	18548323	18548490	168	*	X05799	7251	18501858	18548503	46646	-	0	inside	12	TSG101
chr11	18610189	18610447	259	*	X05800	55293	18552950	18610293	57344	-	0	overlapStart	0	UEVLD
chr11	20408860	20408994	135	*	X05802	10196	20409076	20530879	121804	+	81	upstream	81	PRMT3
chr11	20409011	20409029	19	*	X05803	10196	20409076	20530879	121804	+	46	upstream	46	PRMT3
chr11	20409235	20409318	84	*	X05804	10196	20409076	20530879	121804	+	0	inside	158	PRMT3
chr11	22851252	22851310	59	*	X05806	258010	22843598	22851382	7785	-	0	inside	71	SVIP
chr11	27384570	27384675	106	*	X05807	91057	27360061	27384795	24735	-	0	inside	119	CCDC34
chr11	27384704	27384730	27	*	X05808	91057	27360061	27384795	24735	-	0	inside	64	CCDC34
chr11	27384757	27384793	37	*	X05809	91057	27360061	27384795	24735	-	0	inside	1	CCDC34
chr11	27494062	27494091	30	*	X05810	55366	27387508	27494334	106827	-	0	inside	242	LGR4
chr11	28131706	28132001	296	*	X05811	81930	28042163	28129746	87584	-	1959	upstream	1959	KIF18A
chr11	30344535	30344840	306	*	X05812	120534	30344649	30359165	14517	+	0	overlapStart	0	ARL14EP
chr11	31391437	31391561	125	*	X05815	120526	31391377	31454382	63006	+	0	inside	59	DNAJC24
chr11	31391437	31391561	125	*	X05815	341019	30964749	31391357	426609	-	79	upstream	79	DCDC1
chr11	32605309	32605495	187	*	X05816	10480	32605313	32624037	18725	+	0	overlapStart	0	EIF3M
chr11	33757842	33757943	102	*	X05822	966	33724556	33758025	33470	-	0	inside	81	CD59
chr11	34126915	34127355	441	*	X05824	55226	34127111	34168458	41348	+	0	overlapStart	0	NAT10
chr11	34379402	34379407	6	*	X05826	25841	34172534	34379555	207022	-	0	inside	147	ABTB2
chr11	34938144	34938292	149	*	X05827	51074	34896714	34937939	41226	-	204	upstream	204	APIP
chr11	35160715	35160953	239	*	X05828	960	35160417	35253949	93533	+	0	inside	297	CD44
chr11	35684428	35684858	431	*	X05830	54765	35684353	35830930	146578	+	0	inside	74	TRIM44
chr11	35965842	35966039	198	*	X05831	143458	35965612	36252841	287230	+	0	inside	229	LDLRAD3
chr11	36310845	36310961	117	*	X05832	29099	36293842	36310999	17158	-	0	inside	37	COMMD9
chr11	36531621	36531945	325	*	X05836	7189	36505317	36531863	26547	-	0	overlapStart	0	TRAF6
chr11	36616119	36616198	80	*	X05837	119710	36616043	36696390	80348	+	0	inside	75	IFTAP
chr11	43333493	43333700	208	*	X05838	8539	43333505	43366080	32576	+	0	overlapStart	0	API5
chr11	43380360	43380837	478	*	X05839	55761	43380435	43516483	136049	+	0	overlapStart	0	TTC17
chr11	46615472	46615614	143	*	X05850	55626	46417962	46615619	197658	-	0	inside	4	AMBRA1
chr11	46638774	46639185	412	*	X05851	283254	46624856	46638777	13922	-	0	overlapStart	0	HARBI1
chr11	46638774	46639185	412	*	X05851	9776	46638826	46697568	58743	+	0	overlapStart	0	ATG13
chr11	46722081	46722166	86	*	X05852	392	46698625	46722215	23591	-	0	inside	48	ARHGAP1
chr11	46722081	46722166	86	*	X05852	79797	46722317	46727466	5150	+	150	upstream	150	ZNF408
chr11	46722229	46722628	400	*	X05853	392	46698625	46722215	23591	-	13	upstream	13	ARHGAP1
chr11	46722229	46722628	400	*	X05853	79797	46722317	46727466	5150	+	0	overlapStart	0	ZNF408
chr11	46867795	46867898	104	*	X05854	100507401	46867962	46895967	28006	+	63	upstream	63	LRP4-AS1
chr11	46867795	46867898	104	*	X05854	9793	46765084	46867859	102776	-	0	overlapStart	0	CKAP5
chr11	47198377	47198464	88	*	X05855	84364	47185849	47198676	12828	-	0	inside	211	ARFGAP2
chr11	47198567	47198597	31	*	X05856	84364	47185849	47198676	12828	-	0	inside	78	ARFGAP2
chr11	47198615	47198634	20	*	X05857	84364	47185849	47198676	12828	-	0	inside	41	ARFGAP2
chr11	47270186	47270742	557	*	X05858	53	47260853	47270457	9605	-	0	overlapStart	0	ACP2
chr11	47270755	47270776	22	*	X05859	53	47260853	47270457	9605	-	297	upstream	297	ACP2
chr11	47447697	47448054	358	*	X05864	5702	47440320	47448024	7705	-	0	overlapStart	0	PSMC3
chr11	47574627	47574819	193	*	X05865	10658	47487489	47574792	87304	-	0	overlapStart	0	CELF1
chr11	47574865	47574878	14	*	X05866	10658	47487489	47574792	87304	-	72	upstream	72	CELF1
chr11	47587171	47587181	11	*	X05867	114971	47586982	47595013	8032	+	0	inside	188	PTPMT1
chr11	47587171	47587181	11	*	X05867	4722	47586982	47606115	19134	+	0	inside	188	NDUFS3
chr11	47587206	47587216	11	*	X05868	114971	47586982	47595013	8032	+	0	inside	223	PTPMT1
chr11	47587206	47587216	11	*	X05868	4722	47586982	47606115	19134	+	0	inside	223	NDUFS3
chr11	47600309	47600815	507	*	X05869	55709	47593749	47600567	6819	-	0	overlapStart	0	KBTBD4
chr11	47663892	47663918	27	*	X05870	23788	47638858	47664206	25349	-	0	inside	287	MTCH2
chr11	47663973	47664123	151	*	X05871	23788	47638858	47664206	25349	-	0	inside	82	MTCH2
chr11	47788736	47788888	153	*	X05872	23360	47738069	47788993	50925	-	0	inside	104	FNBP4
chr11	47789129	47789147	19	*	X05873	23360	47738069	47788993	50925	-	135	upstream	135	FNBP4
chr11	57092619	57092714	96	*	X05874	85456	57067103	57092413	25311	-	205	upstream	205	TNKS1BP1
chr11	57092787	57092816	30	*	X05875	85456	57067103	57092413	25311	-	373	upstream	373	TNKS1BP1
chr11	57103187	57103233	47	*	X05876	6749	57093459	57103351	9893	-	0	inside	117	SSRP1
chr11	57103381	57103484	104	*	X05877	6749	57093459	57103351	9893	-	29	upstream	29	SSRP1
chr11	57406722	57406811	90	*	X05882	406919	57408671	57408759	89	+	1859	upstream	1859	MIR130A
chr11	57435581	57435599	19	*	X05883	25921	57435474	57468659	33186	+	0	inside	106	ZDHHC5
chr11	57435723	57435738	16	*	X05884	25921	57435474	57468659	33186	+	0	inside	248	ZDHHC5
chr11	57508628	57509133	506	*	X05885	280636	57508722	57510883	2162	+	0	overlapStart	0	SELENOH
chr11	58345662	58345687	26	*	X05886	386607	58346587	58393205	46619	+	899	upstream	899	ZFP91-CNTF
chr11	58345662	58345687	26	*	X05886	80829	58346587	58389023	42437	+	899	upstream	899	ZFP91
chr11	58345662	58345687	26	*	X05886	9404	58294344	58345693	51350	-	0	inside	5	LPXN
chr11	58345703	58345785	83	*	X05887	386607	58346587	58393205	46619	+	801	upstream	801	ZFP91-CNTF
chr11	58345703	58345785	83	*	X05887	80829	58346587	58389023	42437	+	801	upstream	801	ZFP91
chr11	58345703	58345785	83	*	X05887	9404	58294344	58345693	51350	-	9	upstream	9	LPXN
chr11	58347072	58347264	193	*	X05888	9404	58294344	58345693	51350	-	1378	upstream	1378	LPXN
chr11	58874174	58874206	33	*	X05889	374393	58874658	58894888	20231	+	451	upstream	451	FAM111B
chr11	59436330	59436331	2	*	X05894	219988	59404192	59436511	32320	-	0	inside	179	PATL1
chr11	59436374	59436607	234	*	X05895	219988	59404192	59436511	32320	-	0	overlapStart	0	PATL1
chr11	59436636	59436649	14	*	X05896	219988	59404192	59436511	32320	-	124	upstream	124	PATL1
chr11	59436662	59436689	28	*	X05897	219988	59404192	59436511	32320	-	150	upstream	150	PATL1
chr11	59522603	59522827	225	*	X05898	6809	59522532	59573355	50824	+	0	inside	70	STX3
chr11	59578067	59578441	375	*	X05899	54948	59573608	59578345	4738	-	0	overlapStart	0	MRPL16
chr11	60609233	60609245	13	*	X05900	79080	60609429	60618561	9133	+	183	upstream	183	CCDC86
chr11	60609403	60609641	239	*	X05901	79080	60609429	60618561	9133	+	0	overlapStart	0	CCDC86
chr11	60681649	60681837	189	*	X05902	79073	60681371	60690915	9545	+	0	inside	277	TMEM109
chr11	60928894	60929169	276	*	X05903	55048	60897728	60928916	31189	-	0	overlapStart	0	VPS37C
chr11	61100435	61100786	352	*	X05904	26007	61100654	61116231	15578	+	0	overlapStart	0	TKFC
chr11	61129248	61129398	151	*	X05905	51524	61129473	61136975	7503	+	74	upstream	74	TMEM138
chr11	61129529	61129880	352	*	X05906	220002	61116220	61129755	13536	-	0	overlapStart	0	CYB561A3
chr11	61129529	61129880	352	*	X05906	51524	61129473	61136975	7503	+	0	inside	55	TMEM138
chr11	61159987	61160161	175	*	X05907	51259	61159832	61166335	6504	+	0	inside	154	TMEM216
chr11	61197353	61197453	101	*	X05908	54949	61197597	61214239	16643	+	143	upstream	143	SDHAF2
chr11	61197353	61197453	101	*	X05908	79869	61170120	61197464	27345	-	0	inside	10	CPSF7
chr11	61197467	61197712	246	*	X05909	54949	61197597	61214239	16643	+	0	overlapStart	0	SDHAF2
chr11	61197467	61197712	246	*	X05909	79869	61170120	61197464	27345	-	2	upstream	2	CPSF7
chr11	61276504	61276734	231	*	X05910	390205	61276272	61278490	2219	+	0	inside	231	LRRC10B
chr11	61348472	61348578	107	*	X05912	9066	61281188	61348344	67157	-	127	upstream	127	SYT7
chr11	61348893	61349007	115	*	X05913	9066	61281188	61348344	67157	-	548	upstream	548	SYT7
chr11	61560279	61560376	98	*	X05914	2237	61560109	61564714	4606	+	0	inside	169	FEN1
chr11	61560279	61560376	98	*	X05914	693196	61559967	61560033	67	-	245	upstream	245	MIR611
chr11	61560279	61560376	98	*	X05914	746	61556602	61560085	3484	-	193	upstream	193	TMEM258
chr11	61560454	61560468	15	*	X05915	693196	61559967	61560033	67	-	420	upstream	420	MIR611
chr11	61560454	61560468	15	*	X05915	746	61556602	61560085	3484	-	368	upstream	368	TMEM258
chr11	61582908	61582999	92	*	X05916	100302263	61582633	61582712	80	-	195	upstream	195	MIR1908
chr11	61582908	61582999	92	*	X05916	9415	61583728	61634825	51098	+	728	upstream	728	FADS2
chr11	61734732	61735151	420	*	X05920	2495	61731757	61735132	3376	-	0	overlapStart	0	FTH1
chr11	62314172	62314244	73	*	X05921	79026	62201014	62314332	113319	-	0	inside	87	AHNAK
chr11	62358905	62359090	186	*	X05923	64852	62342517	62359109	16593	-	0	inside	18	TUT1
chr11	62420587	62420948	362	*	X05924	80789	62414320	62420774	6455	-	0	overlapStart	0	INTS5
chr11	62421017	62421055	39	*	X05925	80789	62414320	62420774	6455	-	242	upstream	242	INTS5
chr11	62432636	62432742	107	*	X05926	692158	62432894	62433042	149	+	151	upstream	151	SNORA57
chr11	62432636	62432742	107	*	X05926	751071	62432779	62435954	3176	+	36	upstream	36	CSKMT
chr11	62432810	62432928	119	*	X05927	692158	62432894	62433042	149	+	0	overlapStart	0	SNORA57
chr11	62432810	62432928	119	*	X05927	751071	62432779	62435954	3176	+	0	inside	30	CSKMT
chr11	62439022	62439297	276	*	X05928	79081	62430289	62439241	8953	-	0	overlapStart	0	LBHD1
chr11	62439022	62439297	276	*	X05928	790955	62439126	62441162	2037	+	0	overlapStart	0	UQCC3
chr11	62476990	62477013	24	*	X05929	26580	62457734	62477091	19358	-	0	inside	77	BSCL2
chr11	62477107	62477168	62	*	X05930	26580	62457734	62477091	19358	-	15	upstream	15	BSCL2
chr11	62494558	62495007	450	*	X05931	100534595	62457734	62494857	37124	-	0	overlapStart	0	HNRNPUL2-BSCL2
chr11	62494558	62495007	450	*	X05931	221092	62480097	62494857	14761	-	0	overlapStart	0	HNRNPUL2
chr11	62494558	62495007	450	*	X05931	283237	62495584	62506108	10525	+	576	upstream	576	TTC9C
chr11	62559350	62559523	174	*	X05932	79064	62557787	62559486	1700	-	0	overlapStart	0	TMEM223
chr11	62572638	62573052	415	*	X05933	10482	62559598	62572964	13367	-	0	overlapStart	0	NXF1
chr11	62573073	62573112	40	*	X05934	10482	62559598	62572964	13367	-	108	upstream	108	NXF1
chr11	62609276	62609469	194	*	X05935	54663	62600383	62609281	8899	-	0	overlapStart	0	WDR74
chr11	62623231	62623455	225	*	X05936	23642	62619460	62623360	3901	-	0	overlapStart	0	SNHG1
chr11	62623231	62623455	225	*	X05936	6520	62623484	62656355	32872	+	28	upstream	28	SLC3A2
chr11	62623231	62623455	225	*	X05936	9297	62621376	62621440	65	-	1790	upstream	1790	SNORD29
chr11	62623231	62623455	225	*	X05936	9300	62622093	62622167	75	-	1063	upstream	1063	SNORD28
chr11	62623231	62623455	225	*	X05936	9301	62622484	62622555	72	-	675	upstream	675	SNORD27
chr11	62623231	62623455	225	*	X05936	9302	62622764	62622838	75	-	392	upstream	392	SNORD26
chr11	62623231	62623455	225	*	X05936	9303	62623037	62623103	67	-	127	upstream	127	SNORD25
chr11	63438824	63439155	332	*	X05939	25923	63396437	63439444	43008	-	0	inside	288	ATL3
chr11	63536046	63536061	16	*	X05940	65998	63527364	63536113	8750	-	0	inside	51	C11orf95
chr11	63536202	63536389	188	*	X05941	65998	63527364	63536113	8750	-	88	upstream	88	C11orf95
chr11	63536412	63536444	33	*	X05942	65998	63527364	63536113	8750	-	298	upstream	298	C11orf95
chr11	63606562	63606735	174	*	X05943	2011	63606400	63678492	72093	+	0	inside	161	MARK2
chr11	63684456	63684685	230	*	X05945	283248	63678693	63684316	5624	-	139	upstream	139	RCOR2
chr11	63685633	63685866	234	*	X05946	283248	63678693	63684316	5624	-	1316	upstream	1316	RCOR2
chr11	63706456	63706514	59	*	X05947	79829	63706442	63724446	18005	+	0	inside	13	NAA40
chr11	63706527	63706621	95	*	X05948	79829	63706442	63724446	18005	+	0	inside	84	NAA40
chr11	63933344	63933380	37	*	X05952	28992	63766030	63933585	167556	-	0	inside	204	MACROD1
chr11	63933402	63933416	15	*	X05953	28992	63766030	63933585	167556	-	0	inside	168	MACROD1
chr11	63933536	63933785	250	*	X05954	28992	63766030	63933585	167556	-	0	overlapStart	0	MACROD1
chr11	64014888	64014904	17	*	X05955	26472	64011951	64014413	2463	-	474	upstream	474	PPP1R14B
chr11	64053035	64053166	132	*	X05957	572	64037300	64052176	14877	-	858	upstream	858	BAD
chr11	64085715	64085726	12	*	X05958	25824	64085560	64089295	3736	+	0	inside	154	PRDX5
chr11	64085715	64085726	12	*	X05958	51504	64084165	64085033	869	-	681	upstream	681	TRMT112
chr11	64085778	64085794	17	*	X05959	25824	64085560	64089295	3736	+	0	inside	217	PRDX5
chr11	64085778	64085794	17	*	X05959	51504	64084165	64085033	869	-	744	upstream	744	TRMT112
chr11	64611880	64612043	164	*	X05960	55561	64591662	64612041	20380	-	0	overlapStart	0	CDC42BPG
chr11	64612058	64612073	16	*	X05961	55561	64591662	64612041	20380	-	16	upstream	16	CDC42BPG
chr11	64684516	64684737	222	*	X05964	23130	64662004	64684722	22719	-	0	overlapStart	0	ATG2A
chr11	64692012	64692089	78	*	X05965	5526	64692143	64701950	9808	+	53	upstream	53	PPP2R5B
chr11	64781513	64781554	42	*	X05966	100528018	64781585	64808044	26460	+	30	upstream	30	ARL2-SNX15
chr11	64781513	64781554	42	*	X05966	402	64781585	64789657	8073	+	30	upstream	30	ARL2
chr11	64781735	64781762	28	*	X05967	100528018	64781585	64808044	26460	+	0	inside	149	ARL2-SNX15
chr11	64781735	64781762	28	*	X05967	402	64781585	64789657	8073	+	0	inside	149	ARL2
chr11	64781804	64781830	27	*	X05968	100528018	64781585	64808044	26460	+	0	inside	218	ARL2-SNX15
chr11	64781804	64781830	27	*	X05968	402	64781585	64789657	8073	+	0	inside	218	ARL2
chr11	64851691	64851705	15	*	X05970	113130	64844927	64851615	6689	-	75	upstream	75	CDCA5
chr11	64851691	64851705	15	*	X05970	7542	64851694	64855874	4181	+	0	overlapStart	0	ZFPL1
chr11	64863389	64863920	532	*	X05971	738	64863587	64879332	15746	+	0	overlapStart	0	VPS51
chr11	64884908	64885110	203	*	X05972	741	64883875	64885170	1296	-	0	inside	59	ZNHIT2
chr11	64889631	64889708	78	*	X05973	2197	64888099	64889672	1574	-	0	overlapStart	0	FAU
chr11	64889631	64889708	78	*	X05973	740	64889655	64894841	5187	+	0	overlapStart	0	MRPL49
chr11	64889859	64889919	61	*	X05974	2197	64888099	64889672	1574	-	186	upstream	186	FAU
chr11	64889859	64889919	61	*	X05974	740	64889655	64894841	5187	+	0	inside	203	MRPL49
